operator_qid,operator_label,operator_type_qid,operator_type_label,country_qid,country_label,website,headquarters,inception,ceo,employees,revenue,industry,logo,stock_exchange,dissolved,wikipedia,similarity_score,operator_name
Q30605616,Operatori i Sistemit te Transmetimit,Q112046,transmission system operator for electricity,Q222,Albania,https://www.ost.al/,Tirana,2004-01-01T00:00:00Z,,,,electric power industry,http://commons.wikimedia.org/wiki/Special:FilePath/Operatori%20i%20Sistemit%20t%C3%AB%20Transmetimit.svg,,,https://en.wikipedia.org/wiki/Transmission_System_Operator_(Albania),,
Q136465672,Q136465672,Q1326624,electricity supply company,Q228,Andorra,https://www.nordandorra.ad/,La Massana,1920-01-01T00:00:00Z,,,,energy supply,,,,,,
Q110008064,Q110008064,Q472093,distribution network operator for electricity,Q916,Angola,http://www.ende.co.ao/,Luanda,1987-08-15T00:00:00Z,,,,electric power industry,,,,,,
Q133895597,Rede Nacional de Transporte de Electricidade,Q112046,transmission system operator for electricity,Q916,Angola,http://www.rnt.co.ao/,,2014-01-01T00:00:00Z,,,,electric power industry,,,,,,
Q131567027,Q131567027,Q1326624,electricity supply company,Q414,Argentina,https://edese.com.ar,Santiago del Estero,1995-01-04T00:00:00Z,,,,public utility,,,,,,
Q132128310,Q132128310,Q1326624,electricity supply company,Q414,Argentina,https://epe.santafe.gov.ar,,1986-12-18T00:00:00Z,,,,,,,,,,
Q5737112,CHADE company,Q1326624,electricity supply company,Q414,Argentina,,Buenos Aires,1920-01-01T00:00:00Z,,,,"electric power generation, transmission and distribution",http://commons.wikimedia.org/wiki/Special:FilePath/Compania%20hispano%20americana%20chade%20logo.png,,1961-01-01T00:00:00Z,,,
Q5337059,Edesur,Q472093,distribution network operator for electricity,Q414,Argentina,https://www.edesur.com.ar/,Buenos Aires,1992-01-01T00:00:00Z,,,,public utility,http://commons.wikimedia.org/wiki/Special:FilePath/Edesur%20logo22.png,,,https://en.wikipedia.org/wiki/Edesur,,
Q117886331,Empresa de Energía de Río Negro Sociedad Anónima,Q472093,distribution network operator for electricity,Q414,Argentina,https://www.edersa.com.ar/,Cipolletti,1996-01-01T00:00:00Z,,,,public utility,http://commons.wikimedia.org/wiki/Special:FilePath/EdERSA%20Logo.png,,,,,
Q343225,ActewAGL,Q1326624,electricity supply company,Q408,Australia,https://www.actewagl.com.au/,Canberra,2000-10-03T00:00:00Z,,,,gas industry,http://commons.wikimedia.org/wiki/Special:FilePath/ActweAGL.png,,,https://en.wikipedia.org/wiki/ActewAGL,,
Q4822520,Aurora Energy,Q472093,distribution network operator for electricity,Q408,Australia,https://www.auroraenergy.com.au/,Hobart,1998-07-01T00:00:00Z,,286,,trade of electricity,,,,https://en.wikipedia.org/wiki/Aurora_Energy_(Tasmania),,
Q7392701,AusNet Services,Q112046,transmission system operator for electricity,Q408,Australia,https://www.ausnetservices.com.au/,Southbank,,,,,electric power industry,,Australian Securities Exchange,,https://en.wikipedia.org/wiki/AusNet,,
Q4822750,Ausgrid,Q472093,distribution network operator for electricity,Q408,Australia,https://www.ausgrid.com.au/,Sydney,2011-01-01T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Ausgrid,,
Q136821581,BEL-KDL 81,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q136821527,CGT-YLN X1,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q133890760,CitiPower,Q472093,distribution network operator for electricity,Q408,Australia,https://www.citipower.com.au/,,,,,,electric power distribution,,,,,,
Q5357218,ElectraNet,Q112046,transmission system operator for electricity,Q408,Australia,http://www.electranet.com.au/,Adelaide,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/ElectraNet,,
Q5357797,Electricity Commission of New South Wales,Q1326624,electricity supply company,Q408,Australia,,,1950-05-22T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Electricity_Commission_of_New_South_Wales,,
Q5375986,Endeavour Energy,Q472093,distribution network operator for electricity,Q408,Australia,https://www.endeavourenergy.com.au/,Sydney,2011-03-01T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Endeavour_Energy,,
Q5376841,Energex,Q472093,distribution network operator for electricity,Q408,Australia,https://www.energex.com.au,Brisbane,1997-01-01T00:00:00Z,,,,electric power distribution,,,,https://en.wikipedia.org/wiki/Energex,,
Q5385825,Ergon Energy,Q472093,distribution network operator for electricity,Q408,Australia,https://www.ergon.com.au/,Townsville,1999-01-01T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Ergon_Energy,,
Q17003842,Essential Energy,Q472093,distribution network operator for electricity,Q408,Australia,https://www.essentialenergy.com.au/,Port Macquarie,2011-01-01T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Essential_Energy,,
Q111081969,Evoenergy,Q1326624,electricity supply company,Q408,Australia,https://www.evoenergy.com.au/,Bunda Street,,,,,gas industry,,,,,,
Q136822000,GLT-WLT 81,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q5903476,Horizon Power,Q472093,distribution network operator for electricity,Q408,Australia,,Karratha,,,,,utility,,,,https://en.wikipedia.org/wiki/Horizon_Power,,
Q136821929,KW-BIB 81,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q136821342,MU-MU 82,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q136821855,NB-PBY 81,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q7236467,Power and Water,Q1326624,electricity supply company,Q408,Australia,https://www.powerwater.com.au/,Northern Territory,2002-01-01T00:00:00Z,,,,energy industry,http://commons.wikimedia.org/wiki/Special:FilePath/Berrimah-power-station.jpg,,,https://en.wikipedia.org/wiki/PowerWater,,
Q7236677,Powercor Australia,Q472093,distribution network operator for electricity,Q408,Australia,https://www.powercor.com.au/,Melbourne,1994-05-11T00:00:00Z,,,,electric power distribution,http://commons.wikimedia.org/wiki/Special:FilePath/Powercor.png,,,https://en.wikipedia.org/wiki/Powercor_Australia,,
Q7236786,Powerlink Queensland,Q112046,transmission system operator for electricity,Q408,Australia,http://www.powerlink.com.au/,Brisbane,1995-01-01T00:00:00Z,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Powerlink_Queensland,,
Q7388891,SA Power Networks,Q472093,distribution network operator for electricity,Q408,Australia,http://www.sapowernetworks.com.au/,Adelaide,,,,,,,,,https://en.wikipedia.org/wiki/SA_Power_Networks,,
Q136822113,SF-OC 72,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q136821313,ST-BTY 81,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q136821286,ST-WLN 81,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q23073860,State Electricity Commission of Western Australia,Q1326624,electricity supply company,Q408,Australia,,,1945-01-01T00:00:00Z,,,,,,,1975-01-01T00:00:00Z,https://en.wikipedia.org/wiki/State_Electricity_Commission_of_Western_Australia,,
Q136821302,TST-KRA 91,Q200928,electric power transmission,Q408,Australia,,,,,,,,,,,,,
Q7833620,TransGrid,Q112046,transmission system operator for electricity,Q408,Australia,https://www.transgrid.com.au/,Sydney,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Transgrid,,
Q7988180,Western Power,Q472093,distribution network operator for electricity,Q408,Australia,https://www.westernpower.com.au/,Perth,2006-01-01T00:00:00Z,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Western_Power_(networks_corporation),,
Q783723,Austrian Power Grid,Q112046,transmission system operator for electricity,Q40,Austria,https://www.apg.at/,Vienna,1999-01-01T00:00:00Z,,,,electric power industry,,,,,,
Q1014858,Burgenländische Elektrizitätswirtschafts Aktiengesellschaft,Q1326624,electricity supply company,Q40,Austria,http://www.bewag.at,Eisenstadt,1958-01-01T00:00:00Z,,,,energy supply,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Bewag.svg,,2012-01-01T00:00:00Z,,,
Q1271744,TIWAG,Q1326624,electricity supply company,Q40,Austria,https://www.tiwag.at,Innsbruck,1924-01-01T00:00:00Z,,,,energy supply,http://commons.wikimedia.org/wiki/Special:FilePath/Tiroler%20Wasserkraft%20logo%202021.svg,,,https://en.wikipedia.org/wiki/Tiroler_Wasserkraft,,
Q688816,Verbund,Q1326624,electricity supply company,Q40,Austria,https://www.verbund.com,Vienna,1947-01-01T00:00:00Z,,2923,2795000000,energy supply,http://commons.wikimedia.org/wiki/Special:FilePath/Verbund.svg,Wiener Boerse AG,,https://en.wikipedia.org/wiki/Verbund,,
Q113355023,Vorarlberger Energienetze,Q472093,distribution network operator for electricity,Q40,Austria,https://www.vorarlbergnetz.at/,Bregenz,,,,,,,,,,,
Q115898230,Bagerhat Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.bagerhat.gov.bd/,,,,,,,,,,,,
Q113632601,Barishal Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.barisal.gov.bd/,,,,,,,,,,,,
Q113632596,Barishal Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.barisal.gov.bd/,,,,,,,,,,,,
Q113632591,Bhola Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.bhola.gov.bd/,,,,,,,,,,,,
Q113816309,Bogura Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.bogra.gov.bd/,,,,,,,,,,,,
Q113816292,Bogura Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.bogra.gov.bd/,,,,,,,,,,,,
Q113385592,Brahmanbaria Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.brahmanbaria.gov.bd/,,,,,,,,,,,,
Q113385502,Chandpur Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.chandpur.gov.bd/,,,,,,,,,,,,
Q113385521,Chandpur Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.chandpur.gov.bd/,,,,,,,,,,,,
Q115898228,Chapainawabganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.chapainawabganj.gov.bd/,,,,,,,,,,,,
Q113385446,Chattogram Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.chittagong.gov.bd/,,,,,,,,,,,,
Q113385462,Chattogram Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.chittagong.gov.bd/,,,,,,,,,,,,
Q113385475,Chattogram Palli Bidyut Samity-3,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs3.chittagong.gov.bd/,,,,,,,,,,,,
Q113385714,Cox's Bazar Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.coxsbazar.gov.bd/,,,,,,,,,,,,
Q113385625,Cumilla Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.comilla.gov.bd/,,,,,,,,,,,,
Q113385640,Cumilla Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.comilla.gov.bd/,,,,,,,,,,,,
Q113385652,Cumilla Palli Bidyut Samity-3,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs3.comilla.gov.bd/,,,,,,,,,,,,
Q113385663,Cumilla Palli Bidyut Samity-4,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs4.comilla.gov.bd/,,,,,,,,,,,,
Q13058110,Dhaka Electric Supply Authority,Q472093,distribution network operator for electricity,Q902,Bangladesh,,,1990-01-01T00:00:00Z,,,,,,,2008-01-01T00:00:00Z,,,
Q115734893,Dhaka Electric Supply Company Limited,Q472093,distribution network operator for electricity,Q902,Bangladesh,http://www.desco.gov.bd/,Dhaka,1996-11-03T00:00:00Z,,,,electric power distribution,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20of%20DESCO.svg,,,https://en.wikipedia.org/wiki/Dhaka_Electric_Supply_Company_Limited,,
Q113384273,Dhaka Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs1.dhaka.gov.bd/,,,,,,,,,,,,
Q113384264,Dhaka Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.dhaka.gov.bd/,,,,,,,,,,,,
Q113384277,Dhaka Palli Bidyut Samity-3,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs3.dhaka.gov.bd/,,,,,,,,,,,,
Q113384278,Dhaka Palli Bidyut Samity-4,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs4.dhaka.gov.bd/,,,,,,,,,,,,
Q23808244,Dhaka Power Distribution Company,Q472093,distribution network operator for electricity,Q902,Bangladesh,https://dpdc.org.bd,Dhaka,2005-10-25T00:00:00Z,,,,electric power distribution,,,,https://en.wikipedia.org/wiki/Dhaka_Power_Distribution_Company,,
Q20612650,Dinajpur Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.dinajpur.gov.bd/,,,,,,,,,,,,
Q113385999,Dinajpur Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.dinajpur.gov.bd/,,,,,,,,,,,,
Q113681117,Faridpur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.faridpur.gov.bd/,,,,,,,,,,,,
Q113385696,Feni Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.feni.gov.bd/,,,,,,,,,,,,
Q113385914,Gaibandha Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.gaibandha.gov.bd/,,,,,,,,,,,,
Q113384398,Gazipur Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.gazipur.gov.bd/,,,,,,,,,,,,
Q113385381,Gazipur Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs2.gazipur.gov.bd/,,,,,,,,,,,,
Q115898231,Gopalganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.gopalganj.gov.bd/,,,,,,,,,,,,
Q113632586,Habiganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.habiganj.gov.bd/,,,,,,,,,,,,
Q113632616,Jamalpur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.jamalpur.gov.bd/,,,,,,,,,,,,
Q113885457,Jashore Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs1.jessore.gov.bd/,,,,,,,,,,,,
Q113885448,Jashore Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs2.jessore.gov.bd/,,,,,,,,,,,,
Q113632593,Jhalakathi Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.jhalakathi.gov.bd/,,,,,,,,,,,,
Q113385857,Jhenaidah Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.jhenaidah.gov.bd/,,,,,,,,,,,,
Q113632582,Joypurhat Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.joypurhat.gov.bd/,,,,,,,,,,,,
Q113680908,Khulna Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.khulna.gov.bd/,,,,,,,,,,,,
Q115898224,Kishoreganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.kishoreganj.gov.bd/,,,,,,,,,,,,
Q113385899,Kurigram-Lalmonirhat Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.kurigram.gov.bd/,,,,,,,,,,,,
Q113385845,Kushtia Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.kushtia.gov.bd/,,,,,,,,,,,,
Q113385539,Lakshmipur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.lakshmipur.gov.bd/,,,,,,,,,,,,
Q113645222,Madaripur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.madaripur.gov.bd/,,,,,,,,,,,,
Q113632578,Magura Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.magura.gov.bd/,,,,,,,,,,,,
Q115898226,Manikganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.manikganj.gov.bd/,,,,,,,,,,,,
Q115898227,Meherpur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.meherpur.gov.bd/,,,,,,,,,,,,
Q113681120,Moulvibazar Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.moulvibazar.gov.bd/,,,,,,,,,,,,
Q113632558,Munshiganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.munshiganj.gov.bd/,,,,,,,,,,,,
Q113110724,Mymensingh Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs1.mymensingh.gov.bd/,,,,,,,,,,,,
Q113110709,Mymensingh Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.mymensingh.gov.bd/,,,,,,,,,,,,
Q113110714,Mymensingh Palli Bidyut Samity-3,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs3.mymensingh.gov.bd/,,,,,,,,,,,,
Q113885341,Naogaon Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.naogaon.gov.bd/,,,,,,,,,,,,
Q113885336,Naogaon Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.naogaon.gov.bd/,,,,,,,,,,,,
Q113384362,Narayanganj Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.narayanganj.gov.bd/,,,,,,,,,,,,
Q113632736,Narayanganj Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.narayanganj.gov.bd/,,,,,,,,,,,,
Q115898229,Narsingdi Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.narsingdi.gov.bd/,,,,,,,,,,,,
Q113385418,Narsingdi Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.narsingdi.gov.bd/,,,,,,,,,,,,
Q113385736,Natore Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs1.natore.gov.bd/,,,,,,,,,,,,
Q113385790,Natore Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs2.natore.gov.bd/,,,,,,,,,,,,
Q113386113,Netrokona Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.netrokona.gov.bd/,,,,,,,,,,,,
Q113385926,Nilphamari Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.nilphamari.gov.bd/,,,,,,,,,,,,
Q113385563,Noakhali Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.noakhali.gov.bd/,,,,,,,,,,,,
Q48732858,Northern Electricity Supply Company Limited,Q472093,distribution network operator for electricity,Q902,Bangladesh,http://nesco.gov.bd/,,2005-01-01T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Northern_Electricity_Supply,,
Q113384156,Pabna Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.pabna.gov.bd/,,,,,,,,,,,,
Q113384164,Pabna Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.pabna.gov.bd/,,,,,,,,,,,,
Q113632573,Patuakhali Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.patuakhali.gov.bd/,,,,,,,,,,,,
Q113632575,Pirojpur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.pirojpur.gov.bd/,,,,,,,,,,,,
Q16254830,Power Grid Company of Bangladesh,Q112046,transmission system operator for electricity,Q902,Bangladesh,https://www.pgcb.org.bd/PGCB/,Dhaka,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Power_Grid_Bangladesh,,
Q113632567,Rajbari Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://www.pbs.rajbari.gov.bd/,,,,,,,,,,,,
Q113110701,Rajshahi Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.rajshahi.gov.bd/,,,,,,,,,,,,
Q113049836,Rangpur Rural Electricity Association-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.rangpur.gov.bd/,,,,,,,,,,,,
Q113088800,Rangpur Rural Electricity Association-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.rangpur.gov.bd/,,,,,,,,,,,,
Q113632564,Satkhira Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.satkhira.gov.bd/,,,,,,,,,,,,
Q113645219,Shariatpur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.shariatpur.gov.bd/,,,,,,,,,,,,
Q113632566,Sherpur Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.sherpur.gov.bd/,,,,,,,,,,,,
Q113885401,Sirajganj Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.sirajganj.gov.bd/,,,,,,,,,,,,
Q113885345,Sirajganj Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.sirajganj.gov.bd/,,,,,,,,,,,,
Q113680910,Sunamganj Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.sunamganj.gov.bd/,,,,,,,,,,,,
Q113384281,Sylhet Palli Bidyut Samity-1,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs1.sylhet.gov.bd/,,,,,,,,,,,,
Q113384284,Sylhet Palli Bidyut Samity-2,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs2.sylhet.gov.bd/,,,,,,,,,,,,
Q113110951,Tangail Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.tangail.gov.bd/,,,,,,,,,,,,
Q111795950,Thakurgaon Palli Bidyut Samity,Q1326624,electricity supply company,Q902,Bangladesh,http://pbs.thakurgaon.gov.bd/,,,,,,,,,,,,
Q19914081,Ebes,Q1326624,electricity supply company,Q31,Belgium,,Antwerp,1905-01-01T00:00:00Z,,,,energy supply,,,1990-01-01T00:00:00Z,,,
Q1131131,Elia,Q112046,transmission system operator for electricity,Q31,Belgium,https://www.elia.be/,City of Brussels,2001-06-28T00:00:00Z,,3473,3953500000,electric power industry,,Euronext Brussels,,https://en.wikipedia.org/wiki/Elia_Transmission_Belgium,,
Q19915293,Unerg,Q1326624,electricity supply company,Q31,Belgium,,,1976-01-01T00:00:00Z,,,,,,,1990-01-01T00:00:00Z,,,
Q5153983,Communauté Électrique du Bénin,Q112046,transmission system operator for electricity,Q962,Benin,,,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Communaut%C3%A9_%C3%89lectrique_du_B%C3%A9nin,,
Q108836834,Societe Beninoise d’Energie Electrique,Q472093,distribution network operator for electricity,Q962,Benin,https://www.sbee.bj/,Q43595,,,,,,,,,,,
Q3050658,Elektroprivreda Republike Srpske,Q112046,transmission system operator for electricity,Q225,Bosnia and Herzegovina,https://ers.ba/,Trebinje,1992-06-02T00:00:00Z,,456,845400000,electric power industry,,,,https://en.wikipedia.org/wiki/Elektroprivreda_Republike_Srpske,,
Q10341099,Operador Nacional do Sistema Elétrico,Q112046,transmission system operator for electricity,Q155,Brazil,https://www.ons.org.br/,Brasília,,,,,electric power industry,,,,,,
Q12279650,Electricity System Operator,Q112046,transmission system operator for electricity,Q219,Bulgaria,https://www.eso.bg/,Sofia,2007-04-01T00:00:00Z,,,,electric power transmission,,,,,,
Q4711621,Alberta Electric System Operator,Q112046,transmission system operator for electricity,Q16,Canada,https://www.aeso.ca/,Calgary,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Alberta_Electric_System_Operator,,
Q28971907,Alectra Utilities,Q1326624,electricity supply company,Q16,Canada,http://www.alectrautilities.com,Mississauga,2017-01-01T00:00:00Z,,,,trade of electricity,,,,https://en.wikipedia.org/wiki/Alectra,,
Q4835341,BC Transmission Corporation,Q112046,transmission system operator for electricity,Q16,Canada,,,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/BC_Transmission_Corporation,,
Q3143709,Hydro One,Q472093,distribution network operator for electricity,Q16,Canada,https://www.hydroone.com,Toronto,1999-01-01T00:00:00Z,,,,electric power industry,http://commons.wikimedia.org/wiki/Special:FilePath/Hydro-one-teal-new-logo.svg,OTC Markets Group,,https://en.wikipedia.org/wiki/Hydro_One,,
Q167840,Hydro-Quebec,Q472093,distribution network operator for electricity,Q16,Canada,https://www.hydroquebec.com,Hydro-Québec Building,1944-04-14T00:00:00Z,,23616,13638000000,electric power industry,http://commons.wikimedia.org/wiki/Special:FilePath/Hydro-Qu%C3%A9bec%20logo.svg,,,https://en.wikipedia.org/wiki/Hydro-Qu%C3%A9bec,,
Q113996102,Hydro-Quebec Distribution,Q472093,distribution network operator for electricity,Q16,Canada,,,,,,,,,,,,,
Q136480035,Hydro-Sherbrooke,Q472093,distribution network operator for electricity,Q16,Canada,,,,,,,,,,,,,
Q113487242,Lakeland Power,Q472093,distribution network operator for electricity,Q16,Canada,https://www.lakelandpower.on.ca/,,,,,,,,,,,,
Q3285979,Manitoba Hydro,Q1326624,electricity supply company,Q16,Canada,http://www.hydro.mb.ca,Winnipeg,1961-01-01T00:00:00Z,,,,electricity generation,http://commons.wikimedia.org/wiki/Special:FilePath/Manitoba%20Hydro%20Logo.svg,,,https://en.wikipedia.org/wiki/Manitoba_Hydro,,
Q6843392,Midcontinent Independent System Operator,Q112046,transmission system operator for electricity,Q16,Canada,https://www.misoenergy.org/,Carmel,2010-03-01T00:00:00Z,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Midcontinent_Independent_System_Operator,,
Q3339114,Newfoundland and Labrador Hydro,Q472093,distribution network operator for electricity,Q16,Canada,http://www.nlh.nl.ca/,St. John's,1954-01-01T00:00:00Z,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Newfoundland_and_Labrador_Hydro,,
Q133141596,Niagara Peninsula Energy Incorporated,Q1326624,electricity supply company,Q16,Canada,https://www.npei.ca/,Niagara Falls,,,,,,,,,,,
Q7059541,Northland Utilities,Q1326624,electricity supply company,Q16,Canada,http://www.northlandutilities.com/,,,,,,electricity supply company,,,,https://en.wikipedia.org/wiki/Northland_Utilities,,
Q7236420,Power Stream,Q1326624,electricity supply company,Q16,Canada,http://www.powerstream.ca,Vaughan,2004-01-01T00:00:00Z,,,,trade of electricity,,,,https://en.wikipedia.org/wiki/PowerStream,,
Q2225615,SaskPower,Q1326624,electricity supply company,Q16,Canada,https://www.saskpower.com/,SaskPower Building,1929-01-01T00:00:00Z,,,,electricity supply company,http://commons.wikimedia.org/wiki/Special:FilePath/SaskPower%20Logo.svg,,,https://en.wikipedia.org/wiki/SaskPower,,
Q7826411,Toronto Hydro,Q1326624,electricity supply company,Q16,Canada,http://www.torontohydro.com,Toronto,1998-01-01T00:00:00Z,,,,electricity supply company,,,,https://en.wikipedia.org/wiki/Toronto_Hydro,,
Q111731463,TransÉnergie,Q112046,transmission system operator for electricity,Q16,Canada,,,1997-01-01T00:00:00Z,,,,electric power industry,,,,,,
